"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon May 15 15:54:23 BRT 2023","Mon May 15 15:54:25 BRT 2023","2269","","Consumo da api Covid19 Brazil API","","","","Cenario: Validar o contrato do serviço - Lista status atual por estado brasileiros ",""
